User_ID,Cust_name,Product_ID,Gender,Age_Group,Age,Marital_Status,State,Zone,Occupation,Product_Category,Orders,Amount,Status,unnamed1
1002316,CROCHET,P00317842,F,36-45,40,0,Mutare,Southern,Construction,Tupperware,3,12774,NULL,NULL
1003650,SMITH,P00196542,F,26-35,26,0,MatebeleLand North,Central,Automobile,Games & Toys,2,12772,NULL,NULL
1005497,VERBECK,P00117042,F,26-35,35,0,Vungu,Central,Construction,Footwear & Shoes,4,12771,NULL,NULL
1000731,CROCHET,P00120142,F,46-50,47,1,MatebeleLand South,Central,Aviation,Footwear & Shoes,1,12768,NULL,NULL
1001422,HALE,P00118542,F,36-45,41,1,Vungu,Central,Govt,Footwear & Shoes,3,12766,NULL,NULL
1003600,DUVALL,P00338442,F,36-45,39,0,Vungu,Central,IT Sector,Footwear & Shoes,3,12765,NULL,NULL
1005722,NELLESEN,P00217542,F,26-35,33,0,Harare,Northern,Media,Games & Toys,4,12765,NULL,NULL
1002934,COSTNER,P00120042,M,36-45,45,0,MatebeleLand North,Central,IT Sector,Games & Toys,3,12764,NULL,NULL
1001209,BUCHANAN,P00275842,F,36-45,36,0,MatebeleLand East,Southern,Construction,Footwear & Shoes,2,12763,NULL,NULL
1004277,BOGER,P00124642,F,36-45,40,1,MatebeleLand South,Central,Healthcare,Footwear & Shoes,1,12763,NULL,NULL
1001040,REEVES,P00181842,M,26-35,33,0,Midlands,Northern,Healthcare,Books,3,12761,NULL,NULL
1001675,LOVELL,P00031842,M,26-35,30,0,Vungu,Central,Govt,Books,4,12759,NULL,NULL
1004979,MOZZI,P00244142,F,36-45,44,0,MatebeleLand South,Central,Lawyer,Games & Toys,4,12759,NULL,NULL
1003339,HARTLEY,P00307642,F,26-35,27,0,MatebeleLand East,Southern,Healthcare,Footwear & Shoes,3,12758,NULL,NULL
1005105,KOCHER,P00124342,F,51-55,52,1,Vungu,Central,Textile,Footwear & Shoes,3,12757,NULL,NULL
1002420,KIRBY,P00121342,F,51-55,54,0,MatebeleLand North,Central,Healthcare,Footwear & Shoes,3,12754,NULL,NULL
1002360,MISCH,P00129642,F,51-55,53,0,Midlands North,Western,Govt,Games & Toys,2,12753,NULL,NULL
1003229,POTTS,P00075442,M,55+,69,1,MatebeleLand North,Central,Aviation,Games & Toys,3,12752,NULL,NULL
1004269,STATEN,P00129642,F,36-45,37,0,Midlands North,Western,IT Sector,Games & Toys,1,12751,NULL,NULL
1005306,JRG PROPERTIES,P00039942,M,26-35,26,0,Vungu,Central,Retail,Games & Toys,1,12746,NULL,NULL
1001941,BEATY,P00234642,M,36-45,26,1,Vungu,Central,Aviation,Footwear & Shoes,1,12746,NULL,NULL
1000949,BREWER HOLDINGS,P00042942,F,51-55,51,0,MatebeleLand East,Southern,Banking,Footwear & Shoes,1,12746,NULL,NULL
1003483,LEDBETTER,P00134342,M,46-50,50,1,MatebeleLand North,Central,Aviation,Footwear & Shoes,2,12733,NULL,NULL
1003309,DE DIMAS,P00346042,F,26-35,28,0,MatebeleLand East,Southern,Banking,Games & Toys,1,12731,NULL,NULL
1003778,HEMMER,P00362442,F,26-35,30,1,Vungu,Central,Agriculture,Footwear & Shoes,3,12728,NULL,NULL
1001858,POTTER,P00216342,M,18-25,19,0,MatebeleLand South,Central,Lawyer,Games & Toys,1,12725,NULL,NULL
1003059,BATES,P00083942,F,36-45,43,0,Mashonaland West,Southern,Textile,Furniture,1,12723,NULL,NULL
1001298,BAKAER,P00057442,M,36-45,44,1,Midlands North,Western,IT Sector,Furniture,3,12722,NULL,NULL
1001298,BAKAER,P00057442,M,36-45,44,1,Mashonaland North,Northern,IT Sector,Furniture,3,12722,NULL,NULL
1002275,CRUZE,P00224142,F,55+,63,0,Mutare,Southern,Food Processing,Games & Toys,2,12721,NULL,NULL
1004748,CARLTON,P00114442,F,46-50,48,1,MatebeleLand North,Central,Lawyer,Footwear & Shoes,1,12721,NULL,NULL
1001390,FUENTES,P00313142,F,36-45,42,0,Vungu,Central,Food Processing,Footwear & Shoes,4,12720,NULL,NULL
1003914,KOHAVI,P00249542,F,36-45,38,0,MatebeleLand East,Southern,Aviation,Footwear & Shoes,1,12720,NULL,NULL
1004817,POLING,P00177142,F,26-35,32,0,MatebeleLand East,Southern,Aviation,Footwear & Shoes,2,12718,NULL,NULL
1003095,BAXTER,P00293142,M,26-35,29,0,MatebeleLand North,Central,IT Sector,Games & Toys,2,12717,NULL,NULL
1000193,SALDANA,P00036842,M,46-50,50,0,Harare,Northern,Healthcare,Footwear & Shoes,4,12716,NULL,NULL
1003824,SMITH,P00119442,F,26-35,26,0,MatebeleLand East,Southern,Healthcare,Footwear & Shoes,3,12716,NULL,NULL
1003824,SMITH,P00338042,F,26-35,32,0,Mutare,Southern,Healthcare,Games & Toys,2,12714,NULL,NULL
1000829,PATTON,P00145842,M,0-17,15,1,MatebeleLand North,Central,IT Sector,Games & Toys,2,12713,NULL,NULL
1004477,FLETCHER,P00240142,F,26-35,30,0,Vungu,Central,Healthcare,Footwear & Shoes,3,12712,NULL,NULL
1004918,MALCHOW,P00035542,M,18-25,22,1,Midlands South,Eastern,Lawyer,Games & Toys,2,12712,NULL,NULL
1001492,MITCHELL,P00073642,F,26-35,30,1,Vungu,Central,Automobile,Footwear & Shoes,1,12711,NULL,NULL
1002078,RAMON-MOLINA,P00015642,F,18-25,23,0,Mashonaland,Western,Banking,Games & Toys,1,12711,NULL,NULL
1004381,G AND M PROPERTIES,P00161942,F,26-35,35,0,Mashonaland,Western,Healthcare,Games & Toys,1,12710,NULL,NULL
1005512,BUCKLEY,P00216342,M,26-35,27,1,Vungu,Central,Govt,Footwear & Shoes,2,12709,NULL,NULL
1000549,EGGLESTON,P00124642,F,26-35,34,0,Mashonaland South,Central,Automobile,Furniture,3,12705,NULL,NULL
1005113,Overfelt,P00121642,F,26-35,28,0,Vungu,Central,Aviation,Footwear & Shoes,3,12704,NULL,NULL
1002103,CRIPPS,P00350942,M,36-45,43,0,Mahusekwa,Eastern,Hospitality,Footwear & Shoes,3,12703,NULL,NULL
1002103,CRIPPS,P00350942,M,36-45,43,0,MatebeleLand,Southern,Hospitality,Footwear & Shoes,1,12703,NULL,NULL
1005365,FLORES,P00255942,F,18-25,19,0,Mashonaland,Western,Construction,Furniture,4,12702,NULL,NULL
1004765,MEHR,P00100642,M,36-45,43,1,Midlands Central,Northern,IT Sector,Footwear & Shoes,4,12701,NULL,NULL
1004488,LEE,P00127242,F,36-45,37,0,MatebeleLand East,Southern,Hospitality,Footwear & Shoes,3,12699,NULL,NULL
1004021,CHAGANI,P00241542,M,51-55,55,1,MatebeleLand East,Southern,Banking,Footwear & Shoes,3,12699,NULL,NULL
1000424,LING,P00112142,F,26-35,26,1,Mashonaland,Western,Govt,Stationery,1,12699,NULL,NULL
1004636,ALEXANDER,P00239142,F,18-25,25,0,Harare,Northern,Media,Furniture,2,12698,NULL,NULL
1000058,PLR PROPERTIES,P00184942,M,26-35,34,0,MatebeleLand East,Southern,Lawyer,Footwear & Shoes,4,12698,NULL,NULL
1004578,EVANS,P00303042,M,26-35,28,1,Midlands North,Western,Retail,Footwear & Shoes,3,12697,NULL,NULL
1003265,WARNER,P00346542,F,26-35,34,0,Harare,Northern,Govt,Games & Toys,3,12697,NULL,NULL
1003026,SPIRES,P00117942,M,18-25,20,1,Mashonaland,Western,Aviation,Games & Toys,4,12696,NULL,NULL
1000583,GRUN,P00355142,M,26-35,29,0,MatebeleLand South,Central,Hospitality,Footwear & Shoes,4,12695,NULL,NULL
1005035,KUSTIAK,P00329242,M,26-35,27,0,Vungu,Central,Food Processing,Furniture,1,12692,NULL,NULL
1005277,HALE,P00277642,F,26-35,30,0,MatebeleLand East,Southern,Banking,Footwear & Shoes,3,12691,NULL,NULL
1004706,THOMPSON,P00014842,F,26-35,34,0,MatebeleLand East,Southern,Construction,Footwear & Shoes,3,12691,NULL,NULL
1005491,MACLEAN,P00112442,F,18-25,22,1,MatebeleLand South,Central,Construction,Furniture,3,12691,NULL,NULL
1003741,BIDEZ,P00208342,F,26-35,34,0,Vungu,Central,Chemical,Footwear & Shoes,2,12689,NULL,NULL
1004033,PASCARELLA,P00226542,F,26-35,30,0,Vungu,Central,IT Sector,Footwear & Shoes,3,12683,NULL,NULL
1003989,FIELDS,P00004542,M,51-55,53,0,MatebeleLand North,Central,Media,Footwear & Shoes,2,12682,NULL,NULL
1002959,ATWOOD,P00214442,F,36-45,41,0,MatebeleLand East,Southern,IT Sector,Footwear & Shoes,4,12680,NULL,NULL
1000791,KAVANAGH,P00033042,M,36-45,38,1,Mashonaland West,Southern,Govt,Footwear & Shoes,4,12678,NULL,NULL
1000654,WILSON,P00178142,M,51-55,54,0,Midlands,Northern,Banking,Footwear & Shoes,4,12677,NULL,NULL
1000424,LING,P00083242,F,26-35,26,0,MatebeleLand East,Southern,Automobile,Footwear & Shoes,2,12673,NULL,NULL
1005978,COFFMAN,P00114342,F,36-45,41,0,Mashonaland West,Southern,Construction,Furniture,3,12673,NULL,NULL
1004901,LIGGETT,P00036842,F,26-35,35,1,Midlands Central,Northern,Banking,Furniture,1,12671,NULL,NULL
1000605,BURNS,P00154642,M,18-25,20,1,Midlands South,Eastern,Aviation,Footwear & Shoes,2,12671,NULL,NULL
1002806,DOODA,P00282142,F,0-17,17,0,Mashonaland West,Southern,IT Sector,Furniture,2,12671,NULL,NULL
1005550,BATSON,P00024742,F,36-45,38,1,Vungu,Central,Banking,Footwear & Shoes,3,12670,NULL,NULL
1003273,PROSPERITAS PARTNERS,P00344242,F,36-45,38,0,MatebeleLand North,Central,Agriculture,Footwear & Shoes,4,12670,NULL,NULL
1002216,PUTNAM,P00012142,M,26-35,32,0,Vungu,Central,Govt,Footwear & Shoes,1,12668,NULL,NULL
1002478,JACKSON,P00052842,M,51-55,55,1,Mashonaland West,Southern,Healthcare,Footwear & Shoes,4,12666,NULL,NULL
1004448,BARRETT,P00205442,F,26-35,33,1,Vungu,Central,Lawyer,Footwear & Shoes,4,12661,NULL,NULL
1002106,DAN CONNELLY CONSTRUCTION,P00031442,M,18-25,25,0,Midlands South,Eastern,Food Processing,Furniture,3,12658,NULL,NULL
1002106,DAN CONNELLY CONSTRUCTION,P00031442,M,18-25,25,0,MatebeleLand South,Central,Food Processing,Furniture,1,12658,NULL,NULL
1000550,STOIAN,P00198142,F,46-50,49,0,Mashonaland,Western,Healthcare,Footwear & Shoes,4,12654,NULL,NULL
1003410,ARBM PROPERTIES,P00205442,F,36-45,41,1,MatebeleLand East,Southern,Lawyer,Footwear & Shoes,2,12653,NULL,NULL
1004386,JOHNSON,P00297842,F,26-35,26,1,MatebeleLand North,Central,Healthcare,Furniture,4,12648,NULL,NULL
1002261,21/32 PROPERTIES,P00145042,F,26-35,30,0,MatebeleLand East,Southern,Govt,Footwear & Shoes,3,12646,NULL,NULL
1004655,CRISWELL,P00000742,M,26-35,28,1,MatebeleLand North,Central,Banking,Furniture,2,12641,NULL,NULL
1004478,STOIAN,P00222242,F,0-17,13,0,Mashonaland,Western,Hospitality,Furniture,3,12638,NULL,NULL
1001741,GARCIA,P00329542,F,36-45,44,1,Vungu,Central,Lawyer,Footwear & Shoes,4,12627,NULL,NULL
1002188,SERME,P00037142,M,18-25,25,1,MatebeleLand North,Central,IT Sector,Furniture,2,12626,NULL,NULL
1005581,LAMB,P00304242,F,26-35,34,0,MatebeleLand North,Central,Aviation,Footwear & Shoes,3,12626,NULL,NULL
1005885,SOLID INVESTMENTS,P00113342,F,26-35,34,0,MatebeleLand East,Southern,Healthcare,Footwear & Shoes,1,12623,NULL,NULL
1002688,MEHR,P00117242,F,26-35,32,1,Vungu,Central,Lawyer,Footwear & Shoes,4,12622,NULL,NULL
1003402,SANDAGE,P00200642,F,36-45,38,0,Vungu,Central,Healthcare,Footwear & Shoes,4,12621,NULL,NULL
1004725,KROFT,P00110042,F,36-45,39,0,MatebeleLand South,Central,Healthcare,Footwear & Shoes,3,12620,NULL,NULL
1005046,VASQUEZ,P00193542,F,26-35,27,0,Mashonaland West,Southern,Aviation,Furniture,1,12616,NULL,NULL
1000946,CROCHET,P00178242,F,36-45,44,1,Vungu,Central,Lawyer,Footwear & Shoes,2,12612,NULL,NULL
1003930,CROSSLAND,P00355942,M,55+,79,0,MatebeleLand East,Southern,Textile,Footwear & Shoes,3,12611,NULL,NULL
1001088,CUFFMAN,P00303742,F,0-17,14,0,MatebeleLand South,Central,Healthcare,Footwear & Shoes,1,12609,NULL,NULL
1002595,BAXTER,P00044442,F,18-25,19,1,Mashonaland,Western,Hospitality,Tupperware,3,12609,NULL,NULL
1004102,WINKLER,P00198742,M,0-17,13,1,Mashonaland,Western,Media,Stationery,1,12608,NULL,NULL
1005350,HEDLEY,P00285642,F,18-25,20,1,Mashonaland,Western,Hospitality,Furniture,2,12607,NULL,NULL
1000567,MAGANA,P00288942,F,36-45,43,1,MatebeleLand East,Southern,Healthcare,Footwear & Shoes,2,12606,NULL,NULL
1003935,PIPKIN,P00211142,F,36-45,37,0,MatebeleLand East,Southern,Healthcare,Footwear & Shoes,1,12604,NULL,NULL
1000889,BURNES,P00066142,F,46-50,50,0,Vungu,Central,Textile,Footwear & Shoes,1,12602,NULL,NULL
1001169,129 MYATT DRIVE TRUST,P00057442,F,26-35,30,0,MatebeleLand East,Southern,IT Sector,Footwear & Shoes,3,12601,NULL,NULL
1000333,FRIZZELL,P00288042,F,36-45,40,1,Vungu,Central,Govt,Footwear & Shoes,2,12600,NULL,NULL
1003626,BROWN,P00321942,F,26-35,26,1,MatebeleLand East,Southern,Hospitality,Footwear & Shoes,4,12595,NULL,NULL
1005366,PEGRAM,P00220442,F,18-25,20,0,Mashonaland West,Southern,Chemical,Furniture,2,12591,NULL,NULL
1003416,LOPEZ,P00117442,F,26-35,29,0,Harare,Northern,Healthcare,Furniture,4,12587,NULL,NULL
1000425,HART,P00258742,M,26-35,26,0,MatebeleLand South,Central,IT Sector,Footwear & Shoes,4,12583,NULL,NULL
1005522,CRISWELL,P00253142,F,26-35,29,1,MatebeleLand North,Central,Automobile,Furniture,1,12582,NULL,NULL
1004560,GREEN,P00341942,F,26-35,26,1,Vungu,Central,IT Sector,Footwear & Shoes,3,12578,NULL,NULL
1004470,BUSBY,P00218842,F,36-45,41,0,MatebeleLand South,Central,Lawyer,Footwear & Shoes,1,12577,NULL,NULL
1003762,MCCLARD,P00112142,M,51-55,55,1,Midlands North,Western,Aviation,Footwear & Shoes,1,12576,NULL,NULL
1004685,SHACKLEFORD,P00133342,F,36-45,44,1,MatebeleLand East,Southern,IT Sector,Footwear & Shoes,3,12575,NULL,NULL
1000264,AST,P00257542,M,36-45,42,1,MatebeleLand South,Central,Media,Footwear & Shoes,4,12575,NULL,NULL
1001264,RAMSEY,P00344242,F,26-35,29,0,Vungu,Central,Banking,Footwear & Shoes,2,12574,NULL,NULL
1004307,HATAWAY,P00332342,F,26-35,32,0,MatebeleLand East,Southern,Aviation,Footwear & Shoes,1,12573,NULL,NULL
1001884,HUNT,P00032042,F,46-50,48,0,MatebeleLand North,Central,Media,Footwear & Shoes,3,12572,NULL,NULL
1002484,PAHR,P00196642,F,46-50,50,1,MatebeleLand North,Central,Aviation,Furniture,4,12571,NULL,NULL
1000328,HAMMOND,P00125942,F,36-45,36,0,Mutare,Southern,Textile,Furniture,1,12566,NULL,NULL
1005329,PARTIN,P00130942,M,26-35,29,0,Mashonaland,Western,Aviation,Stationery,4,12566,NULL,NULL
1005520,BREWER HOLDINGS,P00114042,F,46-50,49,0,MatebeleLand North,Central,Retail,Footwear & Shoes,3,12566,NULL,NULL
1002932,COOK,P00150942,F,26-35,27,1,Vungu,Central,Healthcare,Stationery,2,12564,NULL,NULL
1001746,TURLEY,P00054942,M,26-35,28,1,MatebeleLand East,Southern,Aviation,Footwear & Shoes,4,12559,NULL,NULL
1002018,SUTTON,P00176642,F,36-45,39,0,MatebeleLand East,Southern,IT Sector,Footwear & Shoes,4,12559,NULL,NULL
1001988,BONIFAY,P00342742,M,26-35,34,1,MatebeleLand East,Southern,Healthcare,Furniture,3,12558,NULL,NULL
1004562,DYE,P00216042,F,36-45,44,0,MatebeleLand North,Central,Automobile,Furniture,4,12558,NULL,NULL
1003458,CHANDLER,P00191242,F,46-50,46,1,MatebeleLand East,Southern,IT Sector,Footwear & Shoes,2,12555,NULL,NULL
1001393,CUFF,P00220442,F,18-25,22,1,MatebeleLand North,Central,Banking,Furniture,3,12551,NULL,NULL
1005029,GOMEZ,P00021842,F,26-35,30,0,MatebeleLand East,Southern,Construction,Footwear & Shoes,3,12541,NULL,NULL
1005452,HATAWAY,P00057242,F,36-45,40,0,Vungu,Central,Govt,Footwear & Shoes,4,12540,NULL,NULL
1006032,WILSON,P00124842,F,46-50,49,0,MatebeleLand South,Central,Hospitality,Footwear & Shoes,4,12538,NULL,NULL
1003616,LEFTWICH,P00010742,F,46-50,49,0,Vungu,Central,Healthcare,Footwear & Shoes,3,12536,NULL,NULL
1003476,AVAZOV,P00351542,F,51-55,52,0,Midlands North,Western,Aviation,Footwear & Shoes,4,12529,NULL,NULL
1001015,DISMANG,P00254142,M,36-45,36,0,MatebeleLand North,Central,Banking,Stationery,3,12528,NULL,NULL
1003189,WIECK,P00077842,F,26-35,32,0,MatebeleLand East,Southern,Automobile,Footwear & Shoes,1,12527,NULL,NULL
1002701,HAMLOW,P00119742,F,46-50,47,1,Mashonaland,Western,Hospitality,Stationery,4,12527,NULL,NULL
1000117,WOLFE,P00214442,M,26-35,34,0,MatebeleLand South,Central,Healthcare,Furniture,1,12524,NULL,NULL
1001838,BONER,P00332242,F,36-45,37,0,MatebeleLand North,Central,Healthcare,Furniture,2,12523,NULL,NULL
1000877,AKERS,P0099242,M,26-35,27,1,Mashonaland,Western,Banking,Furniture,4,12520,NULL,NULL
1002592,HITE,P00159442,M,51-55,54,1,Vungu,Central,Aviation,Footwear & Shoes,4,12512,NULL,NULL
1004312,TAYLOR,P00306042,F,26-35,35,1,Vungu,Central,Govt,Footwear & Shoes,3,12508,NULL,NULL
1004753,BURGIN,P00307642,M,55+,61,1,Midlands North,Western,Healthcare,Footwear & Shoes,3,12505,NULL,NULL
1004062,KELLEY,P00151742,M,26-35,26,0,Mashonaland,Western,IT Sector,Furniture,3,12505,NULL,NULL
1005620,IFRIM,P00351142,F,36-45,39,1,MatebeleLand North,Central,Aviation,Footwear & Shoes,1,12504,NULL,NULL
1005520,BREWER HOLDINGS,P00183342,F,46-50,48,0,Mashonaland South,Central,Hospitality,Furniture,1,12504,NULL,NULL
1001727,CARLSON,P00271142,F,36-45,39,0,Vungu,Central,Agriculture,Footwear & Shoes,2,12502,NULL,NULL
1004682,HOLT,P00132042,F,26-35,27,1,MatebeleLand East,Southern,Govt,Footwear & Shoes,3,12499,NULL,NULL
1000230,BILLINGSLEA,P00114142,F,46-50,47,1,Mutare,Southern,Lawyer,Furniture,1,12496,NULL,NULL
1003934,HORST,P00105342,F,26-35,27,0,MatebeleLand East,Southern,Retail,Footwear & Shoes,1,12489,NULL,NULL
1004271,GROVES,P00176242,M,36-45,37,0,Harare,Northern,IT Sector,Footwear & Shoes,4,12479,NULL,NULL
1000451,KROFT,P00339442,M,55+,74,1,Mutare,Southern,Healthcare,Footwear & Shoes,1,12478,NULL,NULL
1002575,VIRULA,P00253142,F,36-45,42,1,MatebeleLand East,Southern,Chemical,Footwear & Shoes,1,12478,NULL,NULL
1004335,TREGONING,P00313242,F,36-45,38,0,Vungu,Central,Healthcare,Footwear & Shoes,2,12474,NULL,NULL
1003643,MCDONALD,P00015842,F,26-35,27,0,Harare,Northern,Construction,Furniture,1,12474,NULL,NULL
1000549,EGGLESTON,P00178142,F,26-35,29,0,Vungu,Central,IT Sector,Footwear & Shoes,1,12472,NULL,NULL
1001181,PEGRAM,P00184642,F,36-45,37,1,Vungu,Central,IT Sector,Footwear & Shoes,3,12469,NULL,NULL
1001746,TURLEY,P00021742,M,26-35,29,1,Mashonaland,Western,Aviation,Footwear & Shoes,3,12467,NULL,NULL
1004843,REEVES,P00271342,M,55+,68,1,MatebeleLand North,Central,Healthcare,Footwear & Shoes,3,12465,NULL,NULL
1005970,SMITH,P00116242,F,36-45,41,0,Mashonaland North,Northern,Hospitality,Furniture,4,12459,NULL,NULL
1003614,GRAYSON-CANTRELL,P00016042,F,26-35,31,0,Vungu,Central,Healthcare,Footwear & Shoes,2,12455,NULL,NULL
1004318,LEFTWICH,P00057742,F,26-35,32,1,Vungu,Central,Banking,Footwear & Shoes,2,12451,NULL,NULL
1000331,HATAWAY,P00178242,F,26-35,33,0,Vungu,Central,Healthcare,Footwear & Shoes,2,12451,NULL,NULL
1005068,MULLER,P00253542,F,36-45,44,0,Mashonaland West,Southern,Agriculture,Tupperware,2,12449,NULL,NULL
1000287,BROWN,P00051642,F,51-55,53,0,MatebeleLand East,Southern,Hospitality,Furniture,4,12446,NULL,NULL
1003313,HUNLEY,P00054042,F,36-45,42,0,Vungu,Central,Aviation,Footwear & Shoes,3,12444,NULL,NULL
1004647,CNK,P00319442,F,36-45,45,0,Vungu,Central,Healthcare,Footwear & Shoes,3,12444,NULL,NULL
1000329,QUINTANILLA,P00127042,M,36-45,43,0,Mashonaland West,Southern,Govt,Footwear & Shoes,4,12444,NULL,NULL
1005059,MACID,P00007542,F,46-50,49,0,Vungu,Central,Food Processing,Footwear & Shoes,3,12443,NULL,NULL
1004335,TREGONING,P00129542,F,36-45,42,1,Mashonaland,Western,Banking,Furniture,3,12443,NULL,NULL
1005072,BREWER HOLDINGS,P00233942,F,46-50,50,0,MatebeleLand North,Central,Food Processing,Footwear & Shoes,1,12440,NULL,NULL
1006016,NAUERT,P00261842,F,46-50,49,0,Vungu,Central,Aviation,Footwear & Shoes,2,12435,NULL,NULL
1002154,TORRES,P00003442,F,26-35,26,0,MatebeleLand East,Southern,Construction,Footwear & Shoes,2,12434,NULL,NULL
1005679,REICH,P00034042,F,36-45,37,0,Vungu,Central,Healthcare,Footwear & Shoes,3,12433,NULL,NULL
1003746,LOPEZ,P00212042,F,26-35,35,1,Mashonaland West,Southern,Retail,Furniture,2,12429,NULL,NULL
1004112,RIDLEY,P00024742,F,46-50,49,0,Vungu,Central,Construction,Footwear & Shoes,4,12427,NULL,NULL
1004904,FRIZZELL,P00221542,F,51-55,52,0,Vungu,Central,Healthcare,Footwear & Shoes,3,12427,NULL,NULL
1003012,ROJAS,P00191142,F,26-35,29,1,MatebeleLand East,Southern,Banking,Footwear & Shoes,2,12421,NULL,NULL
1002784,HITE,P00322142,F,51-55,54,0,Vungu,Central,Govt,Footwear & Shoes,1,12420,NULL,NULL
1003290,BARBALENA,P00351042,M,26-35,27,1,MatebeleLand North,Central,Hospitality,Footwear & Shoes,3,12420,NULL,NULL
1000626,BOYD,P00113342,F,18-25,18,1,MatebeleLand North,Central,Media,Furniture,3,12419,NULL,NULL
1004496,BEERY,P00106042,F,46-50,46,1,Vungu,Central,Healthcare,Footwear & Shoes,3,12413,NULL,NULL
1005273,ROBINSON,P00350142,M,55+,64,1,MatebeleLand North,Central,IT Sector,Footwear & Shoes,1,12405,NULL,NULL
1004344,PALM TREE PROPERTIES,P00313542,M,26-35,32,1,Harare,Northern,Healthcare,Footwear & Shoes,4,12403,NULL,NULL
1003182,STOVALL,P00102942,F,26-35,28,0,MatebeleLand East,Southern,Govt,Footwear & Shoes,3,12401,NULL,NULL
1002010,GROVES,P00199042,F,18-25,19,1,Mashonaland,Western,Aviation,Furniture,4,12401,NULL,NULL
1000667,NELLESEN,P00179842,F,26-35,26,0,MatebeleLand East,Southern,Chemical,Footwear & Shoes,1,12400,NULL,NULL
1000424,LING,P00191142,F,26-35,26,1,MatebeleLand North,Central,Aviation,Footwear & Shoes,4,12399,NULL,NULL
1001465,TAYLOR,P00145742,F,51-55,52,1,MatebeleLand East,Southern,Lawyer,Footwear & Shoes,4,12398,NULL,NULL
1003618,GAINS,P00289042,M,18-25,19,1,Midlands North,Western,Lawyer,Footwear & Shoes,4,12397,NULL,NULL
1002928,VIRAVOUTH,P00266542,F,26-35,35,0,MatebeleLand East,Southern,Banking,Footwear & Shoes,3,12396,NULL,NULL
1005914,GILMORE,P00109242,F,36-45,39,0,Vungu,Central,Banking,Footwear & Shoes,4,12395,NULL,NULL
1002059,UPIERREZ,P00346242,F,36-45,44,0,MatebeleLand East,Southern,Hospitality,Footwear & Shoes,2,12390,NULL,NULL
1000017,SMITH,P00355142,M,51-55,55,0,Mashonaland,Western,Banking,Footwear & Shoes,2,12389,NULL,NULL
1004286,LAVENDER,P00110542,F,36-45,43,1,MatebeleLand East,Southern,Retail,Footwear & Shoes,1,12388,NULL,NULL
1001775,MEHR,P00321742,F,26-35,33,1,Harare,Northern,Aviation,Furniture,4,12387,NULL,NULL
1005536,BUCHANAN,P00346542,F,26-35,29,0,Vungu,Central,Banking,Footwear & Shoes,2,12386,NULL,NULL
1002204,SMITH,P00246642,M,55+,92,0,MatebeleLand South,Central,IT Sector,Footwear & Shoes,3,12383,NULL,NULL
1002024,MILAN,P00174442,F,0-17,16,1,MatebeleLand East,Southern,Media,Footwear & Shoes,1,12381,NULL,NULL
1003158,FED DEVELOPMENT,P00304842,F,26-35,33,1,MatebeleLand North,Central,Media,Footwear & Shoes,1,12381,NULL,NULL
1000937,PERRY,P0099242,F,26-35,27,0,Vungu,Central,Construction,Footwear & Shoes,2,12380,NULL,NULL
1005205,SLOAN,P00110742,F,26-35,31,1,MatebeleLand East,Southern,Food Processing,Footwear & Shoes,1,12379,NULL,NULL
1001665,BYERS,P00145042,F,46-50,47,1,MatebeleLand East,Southern,Agriculture,Footwear & Shoes,1,12375,NULL,NULL
1004107,BUSH,P00140742,M,26-35,29,0,Mashonaland,Western,Hospitality,Footwear & Shoes,1,12367,NULL,NULL
1004028,WHITE,P0095242,F,26-35,27,0,MatebeleLand East,Southern,Automobile,Furniture,2,12363,NULL,NULL
1002334,MOLINA,P00330442,M,55+,74,0,MatebeleLand East,Southern,Banking,Furniture,3,12363,NULL,NULL
1006000,HOWARD,P00303242,F,46-50,50,1,MatebeleLand East,Southern,Media,Footwear & Shoes,3,12361,NULL,NULL
1001500,QUINTANILLA,P00178642,F,26-35,28,1,MatebeleLand North,Central,Agriculture,Footwear & Shoes,4,12361,NULL,NULL
1000957,BONIFAY,P00184942,F,36-45,44,0,MatebeleLand East,Southern,Lawyer,Footwear & Shoes,2,12357,NULL,NULL
1002889,610 DELAWARE,P00293342,F,36-45,43,0,MatebeleLand South,Central,Govt,Footwear & Shoes,1,12356,NULL,NULL
1002993,SCHLIEMANN,P00116842,F,18-25,20,1,MatebeleLand East,Southern,Hospitality,Footwear & Shoes,3,12354,NULL,NULL
1001490,BURTON,P00046742,F,51-55,55,0,MatebeleLand North,Central,Govt,Footwear & Shoes,3,12352,NULL,NULL
1005792,MORROW,P00131042,F,26-35,32,1,Vungu,Central,Hospitality,Footwear & Shoes,1,12350,NULL,NULL
1004875,HYLTON,P00309242,F,36-45,39,0,Vungu,Central,Automobile,Footwear & Shoes,3,12350,NULL,NULL
1004082,FULTZ,P00265542,F,26-35,28,1,MatebeleLand East,Southern,Banking,Footwear & Shoes,1,12345,NULL,NULL
1002251,CROCHET,P00010242,F,36-45,36,0,MatebeleLand East,Southern,Agriculture,Footwear & Shoes,4,12344,NULL,NULL
1003618,GAINS,P00141542,M,18-25,19,0,Vungu,Central,Aviation,Footwear & Shoes,4,12340,NULL,NULL
1000949,BREWER HOLDINGS,P00183242,M,51-55,51,1,MatebeleLand East,Southern,IT Sector,Footwear & Shoes,3,12338,NULL,NULL
1000492,WINGO,P00274942,F,26-35,26,0,Vungu,Central,Govt,Footwear & Shoes,4,12337,NULL,NULL
